-0.973896,-2.408351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-4.973896,-2.408351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-9.973896,-2.408351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-14.973896,-2.408351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-19.973896,-2.008351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-19.973896,-2.008351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-24.973896,-1.508351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-29.973896,-1.508351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-34.973896,-1.008351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-39.973896,-0.708351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-44.973896,-0.308351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-49.973896,-0.008351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-54.973896,0.308351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-59.973896,0.708351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-64.973896,0.908351,-0.64114,-0.00180619,0.0081026,0.86914,0.03107,
-68.973896,2.208351,-0.64114,-0.00180619,0.0081026,0.86914,0.23107,
-70.973896,5.208351,-0.64114,-0.00180619,0.0081026,0.86914,0.43107,
-71.273896,8.708351,-0.64114,-0.00180619,0.0081026,0.86914,0.83107,
-71.973896,12.708351,-0.04114,-0.00180619,0.0081026,0.86914,0.83107,
-71.973896,17.708351,-0.04114,-0.00180619,0.0081026,0.86914,0.83107,
-72.473896,21.708351,-0.04114,-0.00180619,0.0081026,0.86914,0.23107,
-74.473896,23.208351,-0.04114,-0.00180619,0.0081026,0.86914,0.13107,
-78.473896,24.008351,-0.04114,-0.00180619,0.0081026,0.86914,0.03107,
-83.473896,24.008351,-0.04114,-0.00180619,0.0081026,0.86914,0.03107,
-87.473896,24.608351,-0.04114,-0.00180619,0.0081026,0.86914,0.03107,
-89.473896,26.008351,0.54114,-0.00180619,0.0081026,0.86914,0.03107,
-92.473896,27.608351,0.54114,-0.00180619,0.0081026,0.86914,0.03107,
-96.573896,27.608351,0.04114,-0.00180619,0.0081026,0.36914,-0.23107,
-96.973896,24.608351,0.04114,-0.00180619,0.0081026,0.36914,-0.33107,
-97.373896,20.608351,0.04114,-0.00180619,0.0081026,0.36914,-0.33107,
-97.973896,15.608351,0.04114,-0.00180619,0.0081026,0.36914,-0.33107,
-97.973896,10.608351,-0.14114,-0.00180619,0.0081026,0.36914,-0.33107,
-97.973896,5.908351,-0.64114,-0.00180619,0.0081026,0.36914,-0.33107,
-92.973896,5.608351,-0.64114,-0.00180619,0.0081026,0.00914,0.93107,
-87.973896,5.608351,-0.64114,-0.00180619,0.0081026,0.00914,0.93107,
-82.973896,6.608351,-0.64114,-0.00180619,0.0081026,0.03914,0.53107,
-77.973896,7.608351,-0.64114,-0.00180619,0.0081026,0.08914,0.53107,
-73.973896,9.608351,-0.64114,-0.00180619,0.0081026,0.48914,0.93107,
-70.973896,12.608351,-0.14114,-0.00180619,0.0081026,0.38914,0.93107,
-67.973896,15.608351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-64.973896,16.208351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-62.973896,16.208351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-60.073896,16.208351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-58.073896,16.008351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-56.073896,15.908351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-55.073896,16.408351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-53.073896,16.408351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-51.073896,16.408351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-49.073896,16.408351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-46.073896,16.208351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-43.873896,16.208351,-0.14114,-0.00180619,0.0081026,0.08914,0.93107,
-43.073896,18.208351,-0.14114,-0.00180619,0.0081026,0.68914,0.93107,
-43.073896,20.208351,-0.14114,-0.00180619,0.0081026,0.68914,0.93107,
-42.073896,22.208351,-0.14114,-0.00180619,0.0081026,0.68914,0.93107,
-40.073896,22.808351,0.14114,-0.00180619,0.0081026,-0.08914,0.93107,
-37.073896,22.608351,0.14114,-0.00180619,0.0081026,-0.08914,0.93107,
-34.073896,22.308351,0.14114,-0.00180619,0.0081026,-0.08914,0.93107,
-31.073896,21.508351,0.14114,-0.00180619,0.0081026,-0.08914,0.93107,
-28.073896,21.008351,0.14114,-0.00180619,0.0081026,-0.08914,0.93107,
-25.073896,20.708351,0.14114,-0.00180619,0.0081026,-0.08914,0.93107,
