3.52011,2.09795,-0.646437,0.00464038,0.00465896,0.336289,0.941736
6.52889,4.77679,-0.605104,0.00274652,0.00430468,0.381694,0.924275
10.3635,6.30395,-0.597077,0.00116997,0.00378666,0.420036,0.907499
14.2022,7.82431,-0.576648,-0.000795294,0.003842,0.444708,0.895667
18.0103,9.87635,-0.530811,-0.00141834,0.000897545,0.500288,0.865857
21.8517,8.67362,-0.480455,0.00619194,0.00105662,-0.609481,-0.792776
18.0667,6.97064,-0.551148,0.00684177,0.00391223,-0.685538,-0.727994
16.0194,3.40249,-0.585243,0.00452499,0.00111455,-0.70162,-0.712536
19.0325,0.413037,-0.591762,0.00341863,0.00113952,-0.661284,-0.750127
22.1926,-2.22758,-0.596886,0.00559407,0.00010728,-0.715432,-0.69866
