0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0,3
5.0,0.0,-1.0,0.0,0.0,0.0,1.0,0,3
10.0,0.0,-1.2,0.0,0.0,0.0,1.0,0,3
15.0,0.0,-1.3,0.0,0.0,0.0,1.0,0,3
20.0,0.0,-1.3,0.0,0.0,0.0,1.0,0,3
25.0,0.0,-1.4,0.0,0.0,0.0,1.0,0,3
30.0,0.0,-1.5,0.0,0.0,0.0,1.0,0,3
35.0,0.5,-1.5,0.0,0.0,0.0,1.0,0,3
40.0,0.5,-1.6,0.0,0.0,0.0,1.0,0,3
45.0,0.5,-1.7,0.0,0.0,0.0,1.0,0,3
50.0,0.5,-1.8,0.0,0.0,0.0,1.0,0,3
55.0,0.5,-1.8,0.0,0.0,0.0,1.0,0,3
60.0,0.5,-1.9,0.0,0.0,0.0,1.0,0,3
65.0,0.8,-1.9,0.0,0.0,0.0,1.0,0,3
70.0,0.8,-1.9,0.0,0.0,0.0,1.0,0,3
75.0,0.8,-1.9,0.0,0.0,0.0,1.0,0,3
80.0,0.8,-2.5,0.0,0.0,0.4,0.5,1,3
81.0,5.8,-2.5,0.0,0.0,0.4,0.5,0,1
81.0,10.8,-2.5,0.0,0.0,0.4,0.4,0,1
81.0,15.8,-2.0,0.0,0.0,0.4,0.4,0,1
81.0,20.8,-2.0,0.0,0.0,0.4,0.4,0,1
81.0,25.8,-1.7,0.0,0.0,0.4,0.4,0,1
81.0,30.8,-1.7,0.0,0.0,0.4,0.4,0,1
81.0,35.8,-1.4,0.0,0.0,0.4,0.4,0,1
81.0,40.8,-1.4,0.0,0.0,0.4,0.4,0,1
79.5,45.8,-1.4,0.0,0.0,0.4,0.4,0,1
79.0,50.8,-1.4,0.0,0.0,0.4,0.4,0,1
79.0,55.8,-1.1,0.0,0.0,0.4,0.4,0,1
79.0,61.8,-0.5,0.0,0.0,0.4,0.1,0,3
76.0,61.8,-0.1,0.0,0.0,0.4,0.0,0,3
71.0,61.8,-0.1,0.0,0.0,0.4,0.0,0,3
66.0,61.8,-0.1,0.0,0.0,0.4,0.0,0,3
61.0,61.8,-0.1,0.0,0.0,0.4,0.0,0,3
56.0,61.8,-0.1,0.0,0.0,0.4,0.0,0,3
51.0,61.8,-0.1,0.0,0.0,0.4,0.0,0,3
46.0,61.8,0.4,0.0,0.0,0.4,0.0,0,3
46.0,64.8,0.4,0.0,0.0,0.0,1.0,0,3
51.0,64.8,0.0,0.0,0.0,0.0,1.0,0,3
56.0,64.8,0.0,0.0,0.0,0.0,1.0,0,3
61.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
66.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
71.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
76.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
81.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
86.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
91.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
96.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
101.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
106.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
111.0,64.8,-0.3,0.0,0.0,0.0,1.0,0,3
116.0,64.8,1.0,0.0,0.0,0.0,1.0,0,3
120.5,64.8,1.0,0.0,0.0,0.0,1.0,0,3
126.0,64.8,1.0,0.0,0.0,0.0,1.0,0,3
131.0,64.8,1.0,0.0,0.0,0.0,1.0,0,3
136.0,64.8,1.0,0.0,0.0,0.0,1.0,0,3
141.0,64.8,1.0,0.0,0.0,0.0,1.0,0,3
146.0,64.8,0.7,0.0,0.0,0.0,1.0,0,3
151.0,64.8,0.7,0.0,0.0,0.0,1.0,0,3
156.0,64.8,0.7,0.0,0.0,0.0,1.0,0,3
160.0,68.8,0.7,0.0,0.0,0.4,1.0,0,3
161.5,72.8,0.3,0.0,0.0,0.7,1.0,0,3
161.5,77.8,0.7,0.0,0.0,1.0,1.0,0,3
161.5,82.8,0.9,0.0,0.0,0.7,1.0,0,3
161.5,87.8,1.2,0.0,0.0,1.0,1.0,0,3
161.5,92.8,1.2,0.0,0.0,0.7,1.0,0,3
161.5,97.8,1.7,0.0,0.0,1.0,1.0,0,3
161.5,102.8,1.7,0.0,0.0,0.7,1.0,0,3
161.5,107.8,2.0,0.0,0.0,1.0,1.0,0,3
161.5,112.8,2.2,0.0,0.0,1.0,1.0,0,3
161.5,117.8,2.7,0.0,0.0,1.0,1.0,0,3
161.5,122.8,2.7,0.0,0.0,1.0,1.0,0,3
160.0,124.8,2.7,0.0,0.0,0.9,0.0,0,3
158.0,124.8,2.7,0.0,0.0,0.9,0.3,1,3
155.0,126.8,2.7,0.0,0.0,-0.9,0.1,0,1
150.0,126.8,2.7,0.0,0.0,-0.9,0.1,0,1
145.0,126.8,2.7,0.0,0.0,-0.9,0.1,0,1
140.0,126.8,2.7,0.0,0.0,-0.9,0.1,0,1
135.0,126.8,2.7,0.0,0.0,-0.9,0.1,0,1
130.0,126.8,2.7,0.0,0.0,-0.9,0.1,0,1
125.0,126.8,2.7,0.0,0.0,-0.9,0.1,0,1
120.0,126.0,2.7,0.0,0.0,-0.9,0.1,0,1
115.0,126.0,2.7,0.0,0.0,-0.9,0.1,0,1
110.0,126.0,2.7,0.0,0.0,-0.9,0.1,0,1
109.0,120.8,2.7,0.0,0.0,-0.9,0.9,0,3
109.0,115.8,2.7,0.0,0.0,-0.9,0.9,0,3
109.0,110.8,2.7,0.0,0.0,-0.9,0.9,0,3
109.0,105.8,2.3,0.0,0.0,-0.9,0.9,0,3
109.0,100.8,2.0,0.0,0.0,-0.9,0.9,0,3
109.0,95.8,1.7,0.0,0.0,-0.9,0.9,0,3
109.0,90.8,1.4,0.0,0.0,-0.9,0.9,0,3
110.0,85.8,1.1,0.0,0.0,-0.9,0.9,0,3
110.0,80.8,0.7,0.0,0.0,-0.9,0.9,0,3
110.0,75.8,0.4,0.0,0.0,-0.9,0.9,0,3
110.0,70.8,0.4,0.0,0.0,-0.9,0.9,0,3
110.0,65.8,0.4,0.0,0.0,-0.9,0.9,0,3
112.0,63.8,0.4,0.0,0.0,-0.15,0.6,0,3
117.0,60.8,0.4,0.0,0.0,-0.15,0.6,0,3
117.0,55.8,0.4,0.0,0.0,-0.15,0.15,0,3
117.0,50.8,0.4,0.0,0.0,-0.15,0.15,0,3
118.0,45.8,0.0,0.0,0.0,-0.15,0.15,0,3
118.0,40.8,-0.4,0.0,0.0,-0.15,0.15,0,3
118.0,35.8,-0.6,0.0,0.0,-0.15,0.15,0,3
118.0,30.8,-0.7,0.0,0.0,-0.15,0.15,0,3
119.0,25.8,-0.8,0.0,0.0,-0.15,0.15,0,3
119.0,20.8,-0.9,0.0,0.0,-0.15,0.15,0,3
119.0,15.8,-1.1,0.0,0.0,-0.15,0.15,0,3
119.0,10.8,-1.3,0.0,0.0,-0.15,0.15,0,3
120.0,5.8,-1.5,0.0,0.0,-0.15,0.15,0,3
121.5,3.8,-1.5,0.0,0.0,-0.15,0.15,0,3
118.0,2.3,-1.9,0.0,0.0,0.85,0.05,0,3
113.0,2.8,-1.9,0.0,0.0,0.85,0.05,0,3
108.0,2.8,-1.9,0.0,0.0,0.85,0.05,0,3
103.0,2.8,-1.9,0.0,0.0,0.85,0.05,0,3
98.0,2.8,-1.9,0.0,0.0,0.85,0.05,0,3
93.0,1.8,-1.9,0.0,0.0,0.85,0.05,0,3
88.0,1.8,-1.9,0.0,0.0,0.85,0.05,0,3
83.0,1.8,-1.9,0.0,0.0,0.85,0.05,0,3
80.0,1.8,-2.5,0.0,0.0,0.4,0.0,0,3
75.0,1.8,-1.9,0.0,0.0,0.4,0.0,0,3
70.0,1.8,-1.9,0.0,0.0,0.4,0.0,0,3
65.0,1.8,-1.9,0.0,0.0,0.4,0.0,0,3
60.0,1.8,-1.9,0.0,0.0,0.4,0.0,0,3
55.0,1.8,-1.8,0.0,0.0,0.4,0.0,0,3
50.0,1.8,-1.8,0.0,0.0,0.4,0.0,0,3
45.0,1.8,-1.7,0.0,0.0,0.4,0.0,0,3
40.0,1.8,-1.6,0.0,0.0,0.4,0.0,0,3
35.0,1.0,-1.5,0.0,0.0,0.4,0.0,0,3
30.0,0.0,-1.5,0.0,0.0,0.4,0.0,0,3
25.0,0.0,-1.4,0.0,0.0,0.4,0.0,0,3
20.0,0.0,-1.3,0.0,0.0,0.4,0.0,0,3
15.0,0.0,-1.3,0.0,0.0,0.4,0.0,0,3
10.0,0.0,-1.2,0.0,0.0,0.4,0.0,0,3
5.0,0.0,-1.0,0.0,0.0,0.4,0.0,0,3
0.0,0.0,-1.0,0.0,0.0,0.4,0.0,0,3
